year	player	age	mp	per	ts	3par	ftr	orb	drb	trb	ast	stl	blk	tov	usg	column_s	ows	dws	ws	ws_48	obpm	dbpm	bpm	vorp	game_win	mvp_label
2017	Tony Parker	34	63	1587	13	0.514	0.121	0.206	0.7	7.3	4	27.8	1.1	0.1	12.5	20.2	1.4	1.7	3	0.092	-1.2	-1.7	-3	-0.4	31	0
2017	Dejounte Murray	20	38	322	9.6	0.503	0.198	0.259	2.2	12.4	7.4	22.6	1.3	1.5	22.7	23.5	-0.4	0.5	0	0.004	-4.6	-0.2	-4.8	-0.2	31	0
2017	Patty Mills	28	80	1754	15.2	0.578	0.572	0.129	1.6	7.4	4.6	24.3	1.9	0.1	13.3	19.5	2.9	2.2	5.1	0.139	2.5	-1.2	1.3	1.5	31	0
2017	Kawhi Leonard	25	74	2474	27.6	0.61	0.295	0.406	3.7	15.7	9.8	18.9	2.7	1.8	9.1	31.1	8.9	4.7	13.6	0.264	6.4	1.5	7.9	6.2	31	0
2017	David Lee	33	79	1477	18.5	0.613	0	0.269	11.7	21.9	16.9	13	1.1	2.2	14.9	16.9	3.2	2.5	5.7	0.186	0.7	2.5	3.2	1.9	31	0
2017	Nicolas Laprovittola	27	18	174	8.4	0.579	0.574	0.191	0.7	5.7	3.3	23	1.2	0.5	27.2	18.2	0	0.2	0.2	0.044	-2.5	-2.4	-4.9	-0.1	31	0
2017	Danny Green	29	68	1807	10.1	0.537	0.693	0.071	2	11.8	7	9.6	2	2.6	14.1	13.5	0.4	3	3.4	0.09	-0.3	2.7	2.4	2	31	0
2017	Manu Ginobili	39	69	1291	13.9	0.532	0.517	0.244	2.5	11.1	6.9	20.8	3.2	1	16.5	20.4	0.6	2.4	3	0.11	0.5	1.4	1.9	1.3	31	0
2017	Pau Gasol	36	64	1627	20.2	0.578	0.172	0.305	7.6	26.8	17.4	14.7	0.8	3.5	10.6	21.3	3.3	3.1	6.4	0.19	0.9	2.8	3.7	2.4	31	0
2017	Bryn Forbes	23	36	285	5.9	0.462	0.535	0.061	0.8	8.2	4.6	11.7	0.2	0	9.8	17.9	-0.2	0.2	0.1	0.014	-3.2	-2.8	-6	-0.3	31	0
2017	Dewayne Dedmon	27	76	1330	16	0.645	0	0.359	11.2	30.6	21.1	4.8	1.4	3.7	16.9	12.3	2.3	3	5.2	0.189	-1.6	3.2	1.7	1.2	31	0
2017	Davis Bertans	24	67	808	12.9	0.609	0.739	0.145	3.2	10.4	6.9	8.3	1.3	2.8	11.4	15.7	1.1	1.2	2.3	0.135	1.2	0.6	1.8	0.8	31	0
2017	Joel Anthony	34	19	122	11.6	0.64	0	0.5	7.6	20.9	14.4	3.4	0.8	4	17	8.7	0.1	0.2	0.4	0.141	-3.1	2.5	-0.6	0	31	0
2017	Kyle Anderson	23	72	1020	12.5	0.525	0.191	0.273	3.7	19	11.5	12.4	2.5	2.1	14.3	12.1	0.7	2	2.7	0.127	-2.1	3.7	1.6	0.9	31	0
2017	LaMarcus Aldridge	31	72	2335	18.6	0.532	0.053	0.258	8.5	16.6	12.7	9.9	1	3	7.7	24.5	3.5	3.7	7.2	0.149	-0.3	1.3	1	1.8	31	0
2017	Delon Wright	24	27	446	15	0.535	0.259	0.474	4.1	8.1	6.1	18.2	3.1	2.1	15.1	16.6	0.5	0.6	1.1	0.117	-0.1	1.2	1.1	0.4	55	0
2017	Fred VanVleet	22	37	294	10.5	0.443	0.261	0.198	1.5	14.6	8.1	17.5	2.8	0.9	11.1	20.6	-0.1	0.4	0.2	0.04	-3.2	0	-3.2	-0.1	55	0
2017	Jonas Valanciunas	24	80	2066	20.1	0.601	0.003	0.309	12.4	29.1	20.8	4.4	0.9	2.6	11.7	19.5	4.9	3	7.9	0.183	-0.5	-0.1	-0.6	0.7	55	0
2017	Jared Sullinger	24	11	118	6	0.366	0.383	0.17	9.6	16.3	12.9	3.7	1.7	0.7	7.3	20.7	-0.2	0.1	-0.1	-0.031	-4.9	-2.5	-7.5	-0.2	55	0
2017	Pascal Siakam	22	55	859	11.5	0.523	0.034	0.156	8.4	15.9	12.2	2.9	1.5	4.5	13.1	13.1	0.4	1.2	1.6	0.089	-3	1.9	-1.1	0.2	55	0
2017	Norman Powell	23	76	1368	14	0.552	0.342	0.314	2.2	11.8	7	9.3	1.9	0.9	10.8	21.1	1.4	1.4	2.8	0.097	-0.4	-1.1	-1.5	0.2	55	0
2017	Jakob Poeltl	21	54	626	12.2	0.589	0	0.496	14.1	15.7	14.9	2.7	1.4	2.8	17.2	12.1	0.9	0.7	1.6	0.125	-1.2	0.5	-0.7	0.2	55	0
2017	Patrick Patterson	27	65	1599	10.8	0.542	0.659	0.156	4.4	16.3	10.4	6.6	1.3	1.2	8.5	12.5	1.7	1.6	3.3	0.1	0.5	0.4	0.9	1.2	55	0
2017	Lucas Nogueira	24	57	1088	15.5	0.682	0.077	0.429	8.5	16.8	12.7	5.4	2.4	7.1	19.9	9.5	1.7	2	3.7	0.164	-0.1	5.6	5.4	2	55	0
2017	Kyle Lowry	30	60	2244	22.9	0.623	0.51	0.398	2.4	12	7.2	29.9	2	0.7	13.8	24.9	7.8	2.3	10.1	0.216	7.1	-0.5	6.6	4.9	55	0
2017	Cory Joseph	25	80	2003	13.2	0.518	0.204	0.185	2.9	10.4	6.6	20	1.7	0.6	13.1	18.4	1.7	1.7	3.4	0.082	-0.4	-0.4	-0.8	0.6	55	0
2017	DeMar DeRozan	27	74	2620	24	0.552	0.08	0.419	3	13.6	8.3	20.6	1.5	0.4	9	34.3	6.7	2.4	9	0.166	2.4	-1.5	0.9	1.9	55	0
2017	DeMarre Carroll	30	72	1882	11.9	0.53	0.582	0.213	3.8	12.7	8.3	5.7	2.2	1.2	8.2	15.6	1.7	2.1	3.8	0.097	0.7	0.4	1	1.4	55	0
2017	Bruno Caboclo	21	9	40	14.6	0.438	0.375	0	14.2	14.1	14.1	15.1	2.5	2.2	11.1	20.1	0	0.1	0.1	0.083	0.1	0.7	0.8	0	55	0
2017	Troy Williams	22	30	557	9	0.511	0.371	0.192	3	11.2	7	7	2.5	1.7	15	17.1	-0.3	0.7	0.4	0.032	-3.3	0.6	-2.7	-0.1	55	0
2017	Lou Williams	30	81	1994	21.4	0.593	0.447	0.458	1.4	9.9	5.5	19.9	1.9	0.8	11.8	29.1	5.1	1	6.1	0.148	3.7	-3	0.8	1.4	55	0
2017	Derrick Williams	25	50	804	10.6	0.537	0.398	0.365	2.6	15.1	8.9	5.1	0.9	0.7	9	17.2	0.4	0.6	1.1	0.064	-2.4	-1.8	-4.2	-0.4	55	0
2017	Deron Williams	32	64	1657	14	0.541	0.39	0.182	0.9	9.4	5.1	35.9	1	0.4	17.6	22.1	1.5	0.9	2.4	0.069	0.2	-2.4	-2.3	-0.1	55	0
2017	Briante Weber	24	20	205	11	0.462	0.167	0.267	4.3	9.6	7	15	2.9	0.4	10.7	16.3	0	0.2	0.3	0.059	-3.2	0	-3.2	-0.1	55	0
2017	P.J. Tucker	31	81	2236	10.5	0.516	0.407	0.193	5.6	17.7	11.6	6	2.5	0.7	11.2	11.2	1.4	2.2	3.6	0.078	-0.7	1.6	0.9	1.6	55	0
2017	Axel Toupane	24	4	47	6.2	0.611	0.444	0	0	2.3	1.1	0	1	1.7	0	8.5	0	0	0.1	0.061	-2.8	-1	-3.8	0	55	0
2017	Hollis Thompson	25	40	752	7.9	0.482	0.475	0.145	2.8	13.5	8.1	6.8	1.3	0.6	4.9	13	0.1	0.6	0.7	0.047	-2.8	-0.5	-3.3	-0.2	55	0
2017	Edy Tavares	24	2	28	21.3	0.633	0	0.6	16.3	26.8	21.6	5.1	0	17.3	24	13.2	0	0.1	0.1	0.15	-3.8	7.7	3.9	0	55	0
2017	Lance Stephenson	26	18	361	9.6	0.485	0.167	0.108	1.2	14.8	8	24.8	0.7	0.7	17.1	18.7	-0.2	0.2	0.1	0.008	-3.9	-1.5	-5.4	-0.3	55	0
2017	Wayne Selden	22	14	236	6.9	0.525	0.483	0.379	0.5	7.2	3.8	8.5	1.3	0.4	15.1	15.3	-0.1	0.2	0.1	0.016	-3.4	-1.6	-5	-0.2	55	0
2017	Terrence Ross	25	78	1955	13.4	0.55	0.524	0.103	1	10.8	5.9	7.1	2.2	1.4	8	19.3	1.5	2	3.5	0.086	0.4	-0.6	-0.3	0.9	55	0
2017	Chasson Randle	23	26	299	13.6	0.586	0.48	0.439	2.2	9.4	5.8	16.8	1.5	0.5	14	19.7	0.5	0.1	0.7	0.106	0.3	-2.9	-2.6	0	55	0
2017	Miles Plumlee	28	45	484	8.4	0.518	0	0.424	9	13.3	11.1	6.1	1.9	2.4	21.6	13.1	-0.1	0.5	0.5	0.045	-4.4	0.7	-3.6	-0.2	55	0
2017	Mason Plumlee	26	81	2148	18.1	0.558	0.01	0.482	8.8	22.4	15.6	19.8	1.6	3.4	15.1	18.1	3.6	2.4	6	0.135	0	2.6	2.7	2.5	55	0
2017	Cameron Payne	22	31	462	5.5	0.407	0.446	0.041	0.7	10.7	5.7	17.7	1.5	0.7	12.9	20.9	-0.8	0.4	-0.3	-0.035	-4.8	-2.2	-7	-0.6	55	0
2017	Johnny O'Bryant	23	11	80	14.9	0.582	0.2	0.2	12.4	13.7	13.1	12.7	0	1	15.5	21.1	0.1	0	0.1	0.088	-0.2	-3.1	-3.3	0	55	0
2017	Jusuf Nurkic	22	65	1391	17.5	0.528	0.002	0.393	12.3	24.8	18.6	13.9	1.8	4.2	18.6	23.9	0.2	1.8	2	0.068	-2.3	2.2	-0.2	0.6	55	0
2017	Nerlens Noel	22	51	1047	20.4	0.622	0.003	0.359	9.8	22.3	15.9	8.1	3.1	4	12.5	17.6	2.1	1.9	4	0.181	-0.5	3.7	3.2	1.4	55	0
2017	Andrew Nicholson	27	38	342	5.9	0.427	0.243	0.126	4.9	14.6	9.8	4.1	2.3	1.5	12.7	17	-0.5	0.4	-0.1	-0.019	-5.9	-0.5	-6.4	-0.4	55	0
2017	Anthony Morrow	31	49	714	10.1	0.505	0.528	0.147	1.9	2.9	2.4	5.2	1.7	0.2	2.2	16.4	0.7	0.5	1.2	0.083	-1.2	-3.1	-4.3	-0.4	55	0
2017	Doug McDermott	25	66	1508	10.7	0.554	0.419	0.169	1.4	11.5	6.4	5.9	0.4	0.3	6.6	16.4	1.6	1	2.6	0.083	-1.2	-2.3	-3.5	-0.6	55	0
2017	K.J. McDaniels	23	49	505	11.5	0.555	0.391	0.225	3.2	14.1	8.7	4	1.8	2.8	13.5	18.1	0	0.5	0.5	0.051	-3.5	-0.6	-4.1	-0.3	55	0
2017	Chris McCullough	21	16	80	15.2	0.526	0.219	0.156	12.1	13.3	12.7	4.4	1.2	1.9	8.1	19.9	0.1	0.1	0.1	0.072	-1.9	-2.6	-4.6	-0.1	55	0
2017	DeAndre Liggins	28	62	777	7.5	0.476	0.324	0.282	2.9	12.2	7.7	9.2	3	1.5	20.8	11.6	-0.4	0.9	0.5	0.031	-3.9	1.8	-2.1	0	55	0
2017	Joffrey Lauvergne	25	70	980	12.6	0.509	0.292	0.217	8	20.2	14.1	10.8	1.3	0.5	13.2	18.5	0.4	1.1	1.5	0.075	-2.3	-0.9	-3.2	-0.3	55	0
2017	Kyle Korver	35	67	1753	12.1	0.635	0.697	0.082	0.5	11	5.8	9.4	1	1	11.5	15.2	2.3	1.3	3.7	0.1	0.8	-1	-0.2	0.8	55	0
2017	Terrence Jones	25	54	1270	16.1	0.515	0.152	0.346	5.4	20.2	12.7	7.5	1.5	3.5	7.8	21.4	0.4	1.9	2.3	0.086	-2.7	1.3	-1.3	0.2	55	0
2017	Brandon Jennings	27	81	1802	12.1	0.479	0.471	0.284	1.8	10.1	5.9	30.4	1.9	0.2	17.5	17.6	0.7	1	1.7	0.046	-0.8	-2.2	-3	-0.5	55	0
2017	Ersan Ilyasova	29	82	2142	14.6	0.546	0.452	0.233	5.9	18.8	12.4	11	1.3	0.9	10.6	22.2	1.8	2.3	4.1	0.091	0.3	-0.8	-0.5	0.8	55	0
2017	Serge Ibaka	27	79	2422	16.4	0.566	0.323	0.127	5.7	19	12.2	5.2	0.8	4.2	9.2	20.9	2.5	2.6	5.1	0.101	-0.5	0.1	-0.4	1	55	0
2017	Buddy Hield	24	82	1888	11.8	0.541	0.494	0.099	2	13.5	7.8	10.3	1	0.4	11.2	21.3	0	1.3	1.3	0.032	-0.9	-1.9	-2.7	-0.4	55	0
2017	Roy Hibbert	30	48	682	13.5	0.614	0	0.51	8.7	15.9	12.3	4.6	0.6	5.9	15.1	14	1	0.8	1.8	0.129	-2.9	1.8	-1.1	0.2	55	0
2017	Spencer Hawes	28	54	797	15.6	0.562	0.292	0.188	5.3	21.5	13.4	16.5	0.9	3.3	14	19.8	0.7	1	1.7	0.102	-1.2	0.8	-0.5	0.3	55	0
2017	Jerami Grant	22	80	1531	10.1	0.556	0.354	0.448	2.7	12.1	7.4	4.2	1.1	4.1	10.1	12.1	1.1	1.8	2.9	0.091	-3	0.9	-2.1	0	55	0
2017	Archie Goodwin	22	15	214	18.7	0.651	0.227	0.636	3.5	10.3	6.9	18.5	0.9	1.8	14.2	19.8	0.6	0.1	0.7	0.153	0.6	-1.7	-1.1	0	55	0
2017	Taj Gibson	31	78	1989	15	0.543	0.018	0.223	8.6	17.9	13.2	5.9	1	2.6	11.9	19.3	1.6	2.5	4	0.097	-2.4	0.3	-2.1	-0.1	55	0
2017	Langston Galloway	25	74	1495	10.4	0.51	0.565	0.117	2	9.3	5.6	9.4	1.5	0.3	7.4	18.4	0.2	1.1	1.3	0.04	-0.9	-1.7	-2.6	-0.2	55	0
2017	Yogi Ferrell	23	46	1197	13.1	0.533	0.447	0.226	1.8	9.2	5.3	23.2	1.8	0.7	13.9	19.6	0.8	1	1.8	0.072	-0.1	-0.6	-0.7	0.4	55	0
2017	Tyreke Evans	27	40	788	15.5	0.501	0.319	0.249	1.8	17.2	9.5	25.9	2.2	1	12.9	26.7	-0.2	0.9	0.7	0.045	-0.7	-0.1	-0.9	0.2	55	0
2017	Tyler Ennis	22	53	588	10.9	0.521	0.337	0.12	1.6	6.8	4.2	21.7	2.1	0.3	17	19.1	0.1	0.3	0.4	0.031	-2.2	-2.8	-4.9	-0.4	55	0
2017	Mike Dunleavy	36	53	841	10.1	0.573	0.609	0.205	2.4	12.4	7.5	8.6	0.9	0.7	10.5	14	0.8	0.7	1.5	0.086	-1	-1.2	-2.2	0	55	0
2017	DeMarcus Cousins	26	72	2465	25.8	0.562	0.253	0.468	7	29.2	18.2	25.8	2	3.4	13.5	36.5	3.9	3.8	7.6	0.149	3.9	2.6	6.6	5.3	55	0
2017	Quinn Cook	23	14	188	11.8	0.579	0.394	0.076	0.6	3.6	2	22.8	1.1	0	16	19.6	0.1	0.1	0.2	0.047	-1.7	-4.2	-5.9	-0.2	55	0
2017	Omri Casspi	28	36	643	10	0.526	0.262	0.177	4.9	15.2	10.1	8.6	1.8	0.4	14.1	14.4	0.1	0.4	0.5	0.038	-2.4	-0.6	-3	-0.2	55	0
2017	Jose Calderon	35	41	539	8.9	0.506	0.478	0.09	3	12.2	7.5	23.3	1	0.2	22.7	14.4	0	0.3	0.3	0.023	-2.9	-1.8	-4.7	-0.4	55	0
2017	Anthony Brown	24	11	159	7.2	0.43	0.54	0	5.3	16.9	11	7.6	1.5	0.5	10.7	15.6	-0.2	0.2	0	0.001	-3.8	-0.2	-4	-0.1	55	0
2017	Corey Brewer	30	82	1281	9.1	0.491	0.339	0.195	2.7	11.6	7.1	10.7	2.3	1.3	12.7	14.3	0	1.2	1.2	0.045	-2.9	0.2	-2.7	-0.2	55	0
2017	Andrew Bogut	32	27	583	9.3	0.46	0.012	0.136	10.6	33.9	21.7	12.3	1.2	3.9	33.4	10.4	-0.3	1	0.7	0.055	-5.6	5.3	-0.3	0.3	55	0
2017	Bojan Bogdanovic	27	81	2083	13.5	0.585	0.464	0.288	1.9	12.3	7.2	8.7	0.8	0.3	12.1	22.4	2	0.9	2.9	0.067	-0.1	-2.8	-2.9	-0.5	55	0
2017	Matt Barnes	36	74	1777	10.3	0.514	0.556	0.188	4.6	19.7	12.3	15.7	1.3	1.3	17.3	15.6	0.3	1.7	2	0.053	-1.2	0.6	-0.6	0.6	55	0
2017	Justin Anderson	23	75	1228	13.9	0.537	0.442	0.294	6.2	16.9	11.4	8.8	1.7	1.6	11.7	20.9	0.6	1.3	1.9	0.074	-1.2	-0.3	-1.6	0.1	55	0
2017	Quincy Acy	26	38	558	11.8	0.565	0.529	0.353	3.9	18	11	4.9	1.2	2	9.7	16.8	0.5	0.5	0.9	0.082	-1.8	-1.2	-3	-0.1	55	0
2017	Jeff Withey	26	51	432	18.8	0.588	0.01	0.466	14.3	17.9	16.2	2.5	1.9	6	10.1	14.9	1	0.9	1.8	0.205	-1.2	2.7	1.6	0.4	37	0
2017	Raul Neto	24	40	346	10.7	0.527	0.341	0.099	1.4	8.4	5	15.1	3.2	1.2	13.6	14.8	0.2	0.6	0.7	0.1	-1.7	1.4	-0.3	0.1	37	0
2017	Shelvin Mack	26	55	1205	10.9	0.518	0.315	0.202	2	9.8	6	20.4	1.8	0.2	17.8	19.6	-0.1	1.5	1.4	0.054	-1.7	-0.1	-1.8	0.1	37	0
2017	Trey Lyles	21	71	1158	9.9	0.464	0.465	0.18	4.9	18.1	11.7	9.5	1.2	1.4	11.9	21.7	-0.9	1.6	0.8	0.031	-3	-0.1	-3	-0.3	37	0
2017	Joe Johnson	35	78	1843	12.8	0.542	0.412	0.123	2.1	12.8	7.6	12.6	1	0.8	9.5	18.5	1.7	2.1	3.8	0.099	-0.2	-0.1	-0.3	0.8	37	0
2017	Joe Ingles	29	82	1972	12.4	0.604	0.619	0.151	1.4	13.6	7.6	17.2	2.6	0.3	18.2	13.9	2	3	5	0.123	0.9	1.8	2.7	2.3	37	0
2017	Rodney Hood	24	59	1593	12.4	0.522	0.461	0.173	1.2	13.1	7.3	10.1	1.3	0.6	8.3	22.9	0.7	1.9	2.6	0.078	-0.3	-0.9	-1.2	0.3	37	0
2017	George Hill	30	49	1544	19.3	0.599	0.384	0.323	1.8	10.5	6.2	22.8	1.7	0.6	10.9	23.5	4	1.9	5.9	0.182	3.9	-0.2	3.6	2.2	37	0
2017	Gordon Hayward	26	73	2516	22.2	0.595	0.324	0.371	2.3	15.4	9	18.2	1.5	0.6	9.4	27.6	7.1	3.3	10.4	0.199	4.2	0	4.2	4	37	0
2017	Rudy Gobert	24	81	2744	23.3	0.681	0.002	0.762	13.6	29.5	21.8	5.7	0.9	6.4	15	16.7	8.3	6	14.3	0.25	1.4	4.5	5.8	5.4	37	0
2017	Derrick Favors	25	50	1186	15.8	0.512	0.024	0.261	9.2	20.2	14.9	7.9	2	2.7	11.4	20.7	0.5	2.2	2.7	0.109	-2.4	2.3	-0.1	0.6	37	0
2017	Dante Exum	21	66	1228	8.5	0.521	0.41	0.201	2.9	9.3	6.2	14.1	0.9	0.8	16.8	18.1	-0.1	1.3	1.2	0.046	-2	-0.5	-2.5	-0.1	37	0
2017	Boris Diaw	34	73	1283	9	0.494	0.248	0.107	4.3	9.8	7.1	20.3	0.7	0.6	20.3	15.6	-0.1	1.2	1.1	0.041	-2.7	-0.2	-2.9	-0.3	37	0
2017	Alec Burks	25	42	653	11.6	0.501	0.306	0.315	3.1	17.7	10.6	7.5	1.4	0.6	11	22.7	-0.1	0.9	0.8	0.056	-3.3	-0.9	-4.2	-0.4	37	0
2017	Joel Bolomboy	23	12	53	19.7	0.59	0.25	0.375	9	27.6	18.5	6.3	1	3.1	9.7	18.2	0.1	0.1	0.2	0.171	-1.3	0.5	-0.8	0	37	0
2017	John Wall	26	78	2836	23.2	0.541	0.19	0.367	2.4	10.6	6.5	46.9	2.7	1.4	16.2	30.6	5.8	3	8.8	0.149	3.8	0.2	4.1	4.3	52	0
2017	Marcus Thornton	29	33	575	10.4	0.494	0.381	0.129	4.3	10.5	7.5	10.1	1.6	0.4	10.1	18.7	0.1	0.4	0.5	0.042	-1.6	-1.5	-3.2	-0.2	52	0
2017	Jason Smith	30	74	1068	13.6	0.598	0.237	0.155	6.8	20.4	13.6	5	1	4.2	14.2	16.7	1	1.3	2.3	0.103	-2	0.6	-1.4	0.2	52	0
2017	Tomas Satoransky	25	57	719	8.5	0.477	0.252	0.224	3.9	9.1	6.5	16.7	1.8	0.7	19	12.1	0.1	0.5	0.6	0.04	-2.9	-0.2	-3.1	-0.2	52	0
2017	Otto Porter	23	80	2605	17.3	0.628	0.425	0.148	5.1	17.1	11.1	6.7	2.2	1.3	4.9	15.1	6.4	3	9.4	0.173	3	0.9	3.9	3.9	52	0
2017	Kelly Oubre	21	79	1605	9.1	0.516	0.425	0.224	4.3	14	9.2	4	1.8	0.9	9.3	14.6	0.6	1.5	2	0.061	-1.8	-0.5	-2.3	-0.1	52	0
2017	Daniel Ochefu	23	19	75	6.6	0.43	0	0.074	7.6	25.4	16.5	5.8	1.3	0	9.7	18	-0.1	0.1	0	0.005	-6.5	-1.9	-8.4	-0.1	52	0
2017	Markieff Morris	27	76	2374	13.7	0.54	0.22	0.242	5.1	18.2	11.7	7.8	1.7	1.5	11.6	20.5	1.6	2.5	4.1	0.083	-1.3	0.3	-1	0.6	52	0
2017	Ian Mahinmi	30	31	555	14.1	0.601	0	0.676	9.6	20.8	15.2	4.7	2.9	3.6	19.1	14	0.5	0.9	1.4	0.123	-2.1	2.9	0.8	0.4	52	0
2017	Sheldon Mac	24	30	287	10.1	0.518	0.4	0.36	1.6	11.7	6.7	7	1.4	0.6	5.4	14	0.3	0.2	0.5	0.076	-2.1	-1.4	-3.6	-0.1	52	0
2017	Danuel House	23	1	1	12.2				0	100	56.4	0	0	0		0	0	0	0	0.163	-16.4	-4.4	-20.8	0	52	0
2017	Marcin Gortat	32	82	2556	15.4	0.593	0.003	0.236	10.6	26.8	18.7	6.8	0.8	2	13.8	14.7	3.9	2.9	6.8	0.127	-0.9	1.2	0.3	1.5	52	0
2017	Trey Burke	24	57	703	10.8	0.532	0.275	0.114	1.1	6.4	3.8	20.7	0.8	0.6	15.2	19.6	0.3	0.3	0.5	0.036	-2.3	-3.4	-5.7	-0.7	52	0
2017	Bradley Beal	23	77	2684	20.1	0.604	0.418	0.259	2.2	7.8	5	16.2	1.5	0.7	9.6	26.5	6.9	1.6	8.5	0.152	4.5	-2.3	2.2	2.8	52	0
2018	Andrew White	24	15	209	5.8	0.461	0.671	0.055	2.1	16	9.1	4.3	0.7	0.4	9.7	17.3	-0.2	0.1	-0.1	-0.034	-4.2	-2.9	-7.1	-0.3	42	0
2018	Taurean Waller-Prince	23	82	2464	12.8	0.549	0.469	0.185	2.3	15.3	8.8	13.9	1.7	1.5	15.3	22.1	0	2	2	0.038	-0.7	0	-0.7	0.8	42	0
2018	Isaiah Taylor	23	67	1167	10.9	0.492	0.205	0.362	2.1	6.9	4.5	27	1.4	0.7	15.7	20.1	0.2	0.5	0.6	0.027	-2.9	-2.5	-5.4	-1	42	0
2018	Dennis Schroder	24	67	2078	17.3	0.515	0.229	0.231	2.4	8.8	5.6	36.2	1.7	0.2	12.7	30.4	1.5	1	2.6	0.059	1.5	-2.2	-0.7	0.7	42	0
2018	Miles Plumlee	29	55	918	10.6	0.574	0	0.333	9.4	18.3	13.9	7.2	0.9	2.8	23.4	12.8	0.1	0.7	0.9	0.046	-3.8	1.3	-2.5	-0.1	42	0
2018	Mike Muscala	26	53	1060	14.4	0.597	0.535	0.199	5.9	18.3	12.1	7.3	1.4	2.2	11	15.7	1.5	0.9	2.4	0.109	0	0.2	0.2	0.6	42	0
2018	Jaylen Morris	22	6	98	6.5	0.438	0.313	0	2.3	15.9	9.1	10.8	1	0.9	15.8	16.9	-0.2	0.1	-0.1	-0.053	-6.1	-1	-7.1	-0.1	42	0
2018	Josh Magette	28	18	216	11.9	0.464	0.478	0.174	1	8.8	4.9	36.4	1.8	0.4	15.4	11.8	0.3	0.1	0.4	0.092	-2.3	-3	-5.4	-0.2	42	0
2018	Damion Lee	25	15	404	12	0.489	0.395	0.191	3	16.6	9.8	11.2	2.3	0.2	7.8	19.3	0	0.4	0.4	0.046	-1.7	-0.4	-2.1	0	42	0
2018	Jeremy Evans	30	1	5	10.4	1	0	0	22.3	0	11.2	0	0	0	50	17.5	0	0	0	-0.028	-2.3	-6	-8.3	0	42	0
2018	Tyler Dorsey	21	56	974	10	0.494	0.521	0.165	1.9	12.9	7.4	12.5	0.9	0.4	8.3	20	0	0.4	0.4	0.02	-1.8	-2.5	-4.2	-0.5	42	0
2018	Malcolm Delaney	28	54	1014	10.6	0.519	0.435	0.323	1	10	5.5	23.4	1.7	0.5	16.9	16.9	0.4	0.6	1	0.047	-2	-1.5	-3.6	-0.4	42	0
2018	Dewayne Dedmon	28	62	1542	15.8	0.599	0.296	0.18	7.2	28.1	17.7	9.2	1.3	2.8	14.3	17	1.8	1.9	3.7	0.114	-1	1.6	0.5	1	42	0
2018	John Collins	20	74	1785	18.3	0.62	0.086	0.341	11	22.8	16.9	8.9	1.3	3.8	14.3	17.9	3.4	2	5.4	0.145	-0.2	1.9	1.7	1.7	42	0
2018	Tyler Cavanaugh	23	39	518	13	0.567	0.586	0.138	9.7	17.7	13.7	7.8	0.8	0.7	8	14.8	0.9	0.3	1.2	0.109	0.5	-1.5	-1	0.1	42	0
2018	Nicolas Brussino	24	4	10	-4.6	0	1	0	0	33.5	16.7	0	0	0	0	8.7	0	0	0	-0.18	-13.8	-4.7	-18.5	0	42	0
2018	DeAndre' Bembry	23	26	455	7.6	0.477	0.234	0.258	2	15.7	8.8	15.9	2.3	2.3	24.8	18.2	-0.9	0.5	-0.4	-0.04	-5.9	1.5	-4.4	-0.3	42	0
2018	Kent Bazemore	28	65	1789	14.5	0.547	0.405	0.297	1.6	13.9	7.7	20.1	2.7	2.2	17	22.5	0.2	2	2.2	0.059	-0.6	1.1	0.4	1.1	42	0
2018	Guerschon Yabusele	22	33	235	12.3	0.559	0.607	0.361	8	16.1	12.1	10	0.9	1.8	14.5	15.7	0.3	0.3	0.6	0.122	-1	0.2	-0.7	0.1	42	0
2018	Daniel Theis	25	63	936	16.1	0.616	0.249	0.348	10.7	21.2	16	9.1	1.6	4.3	17.2	15.5	1.6	1.9	3.5	0.178	-0.8	3.4	2.6	1.1	42	0
2018	Jayson Tatum	19	80	2438	15.3	0.586	0.29	0.309	2.3	15.6	9	8.3	1.7	2	10.7	19.5	3	4	7.1	0.139	-0.5	1.5	1	1.8	42	0
2018	Marcus Smart	23	54	1614	10.8	0.479	0.483	0.258	3	9.8	6.4	23.7	2.2	1.2	18.4	19.4	-0.6	2.5	1.9	0.056	-1.6	1.1	-0.5	0.6	42	0
2018	Xavier Silas	30	2	7	-4.9	0	0.667	0	15.8	15.4	15.6	0	7.1	0	0	19.1	-0.1	0	0	-0.25	-12.6	-0.8	-13.4	0	42	0
2018	Terry Rozier	23	80	2068	15.1	0.52	0.503	0.186	3.4	16.3	9.9	17.5	1.9	0.8	8.5	20.4	2.2	3.4	5.6	0.13	0.8	1	1.8	2	42	0
2018	Semi Ojeleye	23	73	1150	4.6	0.473	0.665	0.218	3.6	11.6	7.7	2.4	0.9	0.3	10.8	9	-0.2	1.3	1.2	0.048	-3.6	0.1	-3.5	-0.4	42	0
2018	Abdel Nader	24	48	522	5.1	0.439	0.436	0.262	2.8	12	7.4	7.1	1.4	1.6	17	17.1	-0.9	0.8	-0.1	-0.014	-5.9	0.3	-5.6	-0.5	42	0
2018	Marcus Morris	28	54	1447	14.5	0.541	0.383	0.252	3.3	18.4	10.9	8.1	1.2	0.7	8.7	23	1.1	2.2	3.2	0.108	-1	-0.6	-1.7	0.1	42	0
